neighbourhood,room_type,price,number_of_reviews
Garden District,Entire home/apt,275,6
Garden District,Entire home/apt,448,0
Garden District,Entire home/apt,695,0
Garden District,Entire home/apt,109,55
Garden District,Entire home/apt,125,1
Garden District,Entire home/apt,133,15
Garden District,Entire home/apt,99,37
Garden District,Entire home/apt,1200,2
Garden District,Private room,241,0
Garden District,Entire home/apt,249,13
Garden District,Entire home/apt,229,27
Garden District,Entire home/apt,500,8
Garden District,Private room,120,248
Garden District,Entire home/apt,175,0
Garden District,Entire home/apt,139,10
Garden District,Entire home/apt,195,4
Garden District,Entire home/apt,71,0
Garden District,Private room,252,1
Garden District,Entire home/apt,125,0
Garden District,Entire home/apt,85,120
Garden District,Private room,110,254
Garden District,Private room,241,0
Garden District,Entire home/apt,750,42
Garden District,Entire home/apt,175,24
Garden District,Entire home/apt,200,40
Garden District,Entire home/apt,180,2
Garden District,Entire home/apt,300,1
Garden District,Entire home/apt,150,6
Garden District,Entire home/apt,650,0
Garden District,Entire home/apt,600,9
Garden District,Entire home/apt,700,0
Garden District,Entire home/apt,150,10
Garden District,Entire home/apt,99,0
Garden District,Entire home/apt,150,15
Garden District,Private room,175,0
Garden District,Entire home/apt,70,8
Garden District,Entire home/apt,140,19
Garden District,Entire home/apt,125,27
Garden District,Entire home/apt,135,6
Garden District,Entire home/apt,395,26
Garden District,Entire home/apt,500,3
Garden District,Entire home/apt,75,34
Garden District,Private room,115,211
Garden District,Entire home/apt,125,49
Garden District,Entire home/apt,450,28
Garden District,Entire home/apt,159,4
Garden District,Entire home/apt,395,5
Garden District,Private room,241,0
Garden District,Entire home/apt,60,5
Garden District,Entire home/apt,250,57
Garden District,Entire home/apt,350,13
Garden District,Private room,60,6
Garden District,Entire home/apt,150,34
Garden District,Private room,50,32
Garden District,Entire home/apt,149,0
Garden District,Private room,143,0
Garden District,Entire home/apt,700,0
Garden District,Entire home/apt,275,3
Garden District,Entire home/apt,150,18
Garden District,Private room,192,0
Garden District,Entire home/apt,115,5
Garden District,Entire home/apt,250,8
Garden District,Entire home/apt,99,6
Garden District,Private room,192,1
Garden District,Entire home/apt,97,0
Garden District,Private room,192,1
Little Woods,Shared room,30,3
Little Woods,Private room,75,2
Little Woods,Private room,85,0
Little Woods,Private room,100,1
Little Woods,Private room,52,2
Little Woods,Private room,54,1
Little Woods,Entire home/apt,400,0
Little Woods,Entire home/apt,65,1
Little Woods,Entire home/apt,180,24
Little Woods,Private room,80,2
Little Woods,Entire home/apt,199,22
Little Woods,Private room,75,13
Little Woods,Private room,90,2
Little Woods,Private room,75,15
Little Woods,Private room,99,0
Little Woods,Entire home/apt,200,0
Little Woods,Private room,49,0
Little Woods,Private room,75,6
Little Woods,Private room,159,3
Little Woods,Private room,150,1
Little Woods,Private room,75,0
Little Woods,Private room,75,0
Little Woods,Private room,85,6
Little Woods,Entire home/apt,80,3
Little Woods,Private room,75,1
Little Woods,Private room,70,1
Little Woods,Private room,55,7
Little Woods,Private room,45,4
Iberville,Entire home/apt,139,40
Iberville,Entire home/apt,200,5
Iberville,Private room,100,12
Iberville,Private room,190,8
Holy Cross,Entire home/apt,80,9
Holy Cross,Entire home/apt,95,2
Holy Cross,Private room,35,83
Holy Cross,Entire home/apt,100,4
Holy Cross,Entire home/apt,90,0
Holy Cross,Private room,55,8
Holy Cross,Private room,69,11
Holy Cross,Private room,40,89
Holy Cross,Private room,60,5
Holy Cross,Entire home/apt,69,80
Holy Cross,Private room,85,1
Holy Cross,Entire home/apt,85,8
Holy Cross,Entire home/apt,90,5
Holy Cross,Entire home/apt,350,1
Holy Cross,Private room,50,108
Holy Cross,Private room,89,46
Holy Cross,Private room,115,6
Holy Cross,Entire home/apt,62,34
Holy Cross,Entire home/apt,115,38
Holy Cross,Entire home/apt,75,94
Holy Cross,Private room,85,1
Holy Cross,Entire home/apt,57,52
Holy Cross,Entire home/apt,129,11
Holy Cross,Entire home/apt,175,21
Holy Cross,Private room,90,1
Holy Cross,Entire home/apt,95,56
Holy Cross,Entire home/apt,120,14
Holy Cross,Entire home/apt,289,6
Holy Cross,Entire home/apt,185,0
Holy Cross,Entire home/apt,200,0
Holy Cross,Entire home/apt,334,0
Holy Cross,Entire home/apt,60,118
Holy Cross,Private room,55,87
Holy Cross,Entire home/apt,99,1
U.S. Naval Base,Private room,75,0
U.S. Naval Base,Private room,100,4
U.S. Naval Base,Entire home/apt,277,0
U.S. Naval Base,Private room,100,4
U.S. Naval Base,Private room,79,10
Algiers Point,Entire home/apt,139,10
Algiers Point,Entire home/apt,95,14
Algiers Point,Entire home/apt,200,11
Algiers Point,Entire home/apt,78,92
Algiers Point,Entire home/apt,139,19
Algiers Point,Entire home/apt,85,16
Algiers Point,Entire home/apt,198,10
Algiers Point,Private room,100,7
Algiers Point,Entire home/apt,125,24
Algiers Point,Private room,150,0
Algiers Point,Private room,59,52
Algiers Point,Private room,97,10
Algiers Point,Entire home/apt,200,0
Algiers Point,Entire home/apt,133,0
Algiers Point,Entire home/apt,95,24
Algiers Point,Entire home/apt,150,51
Algiers Point,Entire home/apt,80,76
Algiers Point,Private room,99,146
Algiers Point,Private room,95,1
Algiers Point,Entire home/apt,99,19
Algiers Point,Entire home/apt,99,16
Algiers Point,Entire home/apt,110,45
Algiers Point,Entire home/apt,129,15
Algiers Point,Private room,90,17
Algiers Point,Entire home/apt,109,23
Algiers Point,Entire home/apt,300,0
Algiers Point,Entire home/apt,200,19
Algiers Point,Entire home/apt,175,2
Algiers Point,Entire home/apt,120,105
Algiers Point,Private room,98,46
Algiers Point,Entire home/apt,795,2
Algiers Point,Entire home/apt,169,10
Algiers Point,Entire home/apt,150,26
Algiers Point,Entire home/apt,120,83
Algiers Point,Entire home/apt,90,45
Algiers Point,Entire home/apt,164,0
Algiers Point,Entire home/apt,68,45
Algiers Point,Entire home/apt,245,3
Algiers Point,Entire home/apt,175,26
Algiers Point,Entire home/apt,138,4
Algiers Point,Private room,200,0
Algiers Point,Entire home/apt,84,65
Algiers Point,Private room,150,7
Algiers Point,Entire home/apt,250,9
Algiers Point,Entire home/apt,169,13
Algiers Point,Entire home/apt,95,8
Algiers Point,Private room,75,13
Algiers Point,Entire home/apt,149,40
Algiers Point,Private room,88,6
Algiers Point,Entire home/apt,235,6
Whitney,Entire home/apt,195,30
Whitney,Entire home/apt,200,8
Whitney,Entire home/apt,500,25
Whitney,Private room,49,15
Whitney,Entire home/apt,170,33
Whitney,Entire home/apt,95,50
Whitney,Entire home/apt,108,6
Whitney,Entire home/apt,135,0
Whitney,Private room,60,0
Whitney,Entire home/apt,175,4
Whitney,Entire home/apt,87,55
Audubon,Entire home/apt,55,69
Audubon,Entire home/apt,200,13
Audubon,Entire home/apt,1200,0
Audubon,Entire home/apt,120,10
Audubon,Private room,42,2
Audubon,Entire home/apt,60,61
Audubon,Entire home/apt,119,7
Audubon,Entire home/apt,120,9
Audubon,Private room,80,90
Audubon,Private room,45,0
Audubon,Private room,95,17
Audubon,Entire home/apt,40,1
Audubon,Entire home/apt,125,5
Audubon,Entire home/apt,150,8
Audubon,Entire home/apt,600,1
Audubon,Entire home/apt,200,2
Audubon,Entire home/apt,120,56
Audubon,Entire home/apt,1600,1
Audubon,Entire home/apt,250,0
Audubon,Entire home/apt,100,12
Audubon,Entire home/apt,195,4
Audubon,Entire home/apt,700,8
Audubon,Entire home/apt,350,3
Audubon,Entire home/apt,250,22
Audubon,Entire home/apt,200,3
Audubon,Entire home/apt,225,79
Audubon,Private room,90,42
Audubon,Entire home/apt,200,29
Audubon,Private room,125,22
Audubon,Entire home/apt,150,4
Audubon,Private room,150,5
Audubon,Entire home/apt,130,28
Audubon,Entire home/apt,1150,1
Audubon,Entire home/apt,150,0
Audubon,Entire home/apt,175,11
Audubon,Entire home/apt,150,12
Audubon,Entire home/apt,176,0
Audubon,Private room,65,2
Audubon,Entire home/apt,160,1
Audubon,Entire home/apt,99,140
Audubon,Entire home/apt,125,6
Audubon,Entire home/apt,175,0
Audubon,Private room,550,0
Audubon,Private room,100,3
Audubon,Private room,63,14
Audubon,Entire home/apt,135,4
Audubon,Entire home/apt,100,102
Audubon,Entire home/apt,110,6
Audubon,Entire home/apt,224,6
Audubon,Entire home/apt,200,51
Audubon,Entire home/apt,800,3
Audubon,Entire home/apt,199,11
Audubon,Entire home/apt,400,6
Audubon,Entire home/apt,249,17
Audubon,Entire home/apt,950,0
Audubon,Entire home/apt,450,1
Audubon,Entire home/apt,123,123
Audubon,Entire home/apt,1595,0
Audubon,Entire home/apt,185,61
Audubon,Private room,42,5
Audubon,Entire home/apt,250,0
Audubon,Entire home/apt,300,6
Audubon,Entire home/apt,129,3
Audubon,Private room,121,51
Audubon,Private room,80,90
Audubon,Entire home/apt,75,6
Audubon,Private room,90,0
Audubon,Entire home/apt,300,1
Audubon,Entire home/apt,650,35
Audubon,Entire home/apt,150,17
Audubon,Entire home/apt,88,57
Audubon,Entire home/apt,333,3
Audubon,Private room,65,22
Audubon,Entire home/apt,60,8
Audubon,Entire home/apt,75,0
Audubon,Private room,85,3
Audubon,Entire home/apt,400,1
Audubon,Entire home/apt,375,3
Audubon,Entire home/apt,299,12
Audubon,Private room,50,3
Audubon,Entire home/apt,129,11
Audubon,Entire home/apt,150,163
Audubon,Private room,45,0
Audubon,Entire home/apt,600,9
Audubon,Entire home/apt,149,8
Audubon,Private room,75,7
Audubon,Entire home/apt,1500,0
Audubon,Private room,50,11
Audubon,Private room,95,0
Audubon,Entire home/apt,1000,1
Audubon,Private room,80,0
Audubon,Private room,30,1
Audubon,Entire home/apt,165,0
Audubon,Entire home/apt,200,20
Audubon,Entire home/apt,250,2
Audubon,Entire home/apt,325,6
Audubon,Entire home/apt,200,6
Audubon,Private room,150,0
Audubon,Entire home/apt,250,50
Audubon,Entire home/apt,125,52
Audubon,Private room,75,0
Audubon,Entire home/apt,75,13
Audubon,Entire home/apt,104,78
Audubon,Entire home/apt,175,79
Audubon,Private room,600,0
Audubon,Entire home/apt,350,8
Audubon,Entire home/apt,1000,14
Audubon,Entire home/apt,140,21
Audubon,Entire home/apt,85,34
Audubon,Entire home/apt,125,1
Audubon,Entire home/apt,100,13
Audubon,Private room,85,22
Audubon,Entire home/apt,165,0
Audubon,Entire home/apt,210,17
Audubon,Entire home/apt,550,11
Audubon,Entire home/apt,725,45
Audubon,Entire home/apt,68,0
Audubon,Entire home/apt,350,7
Audubon,Entire home/apt,149,6
Audubon,Private room,125,18
Audubon,Private room,85,12
Audubon,Private room,850,0
Fillmore,Private room,85,23
Fillmore,Entire home/apt,375,2
Fillmore,Entire home/apt,223,5
Fillmore,Entire home/apt,125,21
Fillmore,Private room,92,65
Fillmore,Entire home/apt,70,31
Fillmore,Private room,250,0
Fillmore,Private room,37,207
Fillmore,Entire home/apt,400,21
Fillmore,Entire home/apt,200,0
Fillmore,Entire home/apt,26,14
Fillmore,Entire home/apt,90,153
Fillmore,Private room,33,216
Fillmore,Entire home/apt,250,0
Fillmore,Private room,45,26
Fillmore,Entire home/apt,89,0
Fillmore,Entire home/apt,450,10
Fillmore,Entire home/apt,95,62
Fillmore,Private room,60,47
Fillmore,Entire home/apt,279,71
Fillmore,Entire home/apt,195,13
Fillmore,Private room,88,13
Fillmore,Entire home/apt,350,0
Fillmore,Entire home/apt,225,8
Fillmore,Entire home/apt,400,5
Fillmore,Entire home/apt,150,0
Fillmore,Entire home/apt,134,45
Fillmore,Private room,85,42
Fillmore,Entire home/apt,400,5
Fillmore,Entire home/apt,61,68
Fillmore,Private room,48,39
Fillmore,Entire home/apt,400,2
Fillmore,Shared room,40,6
Fillmore,Entire home/apt,199,7
Fillmore,Entire home/apt,700,26
Fillmore,Entire home/apt,249,13
Fillmore,Private room,65,42
Fillmore,Entire home/apt,250,25
Fillmore,Shared room,60,5
Fillmore,Private room,99,15
Fillmore,Private room,43,47
Old Aurora,Shared room,23,0
Old Aurora,Entire home/apt,199,4
Old Aurora,Private room,100,10
Old Aurora,Private room,36,16
Old Aurora,Entire home/apt,499,1
Old Aurora,Private room,125,0
Old Aurora,Entire home/apt,74,14
Old Aurora,Shared room,100,0
Old Aurora,Entire home/apt,312,0
Old Aurora,Private room,200,1
Old Aurora,Entire home/apt,160,3
Old Aurora,Private room,125,3
Old Aurora,Private room,125,4
Old Aurora,Entire home/apt,150,1
Bayou St. John,Entire home/apt,150,6
Bayou St. John,Private room,80,20
Bayou St. John,Entire home/apt,270,24
Bayou St. John,Private room,55,20
Bayou St. John,Entire home/apt,375,13
Bayou St. John,Private room,150,5
Bayou St. John,Entire home/apt,300,5
Bayou St. John,Entire home/apt,80,3
Bayou St. John,Entire home/apt,350,5
Bayou St. John,Entire home/apt,500,18
Bayou St. John,Private room,160,12
Bayou St. John,Entire home/apt,120,42
Bayou St. John,Entire home/apt,500,0
Bayou St. John,Entire home/apt,225,0
Bayou St. John,Entire home/apt,150,4
Bayou St. John,Private room,34,0
Bayou St. John,Private room,200,0
Bayou St. John,Entire home/apt,165,3
Bayou St. John,Private room,150,1
Bayou St. John,Entire home/apt,400,5
Bayou St. John,Entire home/apt,775,0
Bayou St. John,Entire home/apt,675,0
Bayou St. John,Private room,90,28
Bayou St. John,Entire home/apt,50,6
Bayou St. John,Entire home/apt,300,3
Bayou St. John,Entire home/apt,130,15
Bayou St. John,Entire home/apt,280,6
Bayou St. John,Entire home/apt,125,0
Bayou St. John,Entire home/apt,450,3
Bayou St. John,Entire home/apt,55,89
Bayou St. John,Entire home/apt,132,26
Bayou St. John,Entire home/apt,295,27
Bayou St. John,Entire home/apt,250,5
Bayou St. John,Private room,50,9
Bayou St. John,Entire home/apt,150,1
Bayou St. John,Entire home/apt,200,6
Bayou St. John,Entire home/apt,100,69
Bayou St. John,Entire home/apt,150,3
Bayou St. John,Entire home/apt,116,10
Bayou St. John,Entire home/apt,200,7
Bayou St. John,Entire home/apt,125,17
Bayou St. John,Entire home/apt,88,28
Bayou St. John,Entire home/apt,140,3
Bayou St. John,Private room,75,16
Bayou St. John,Entire home/apt,125,24
Bayou St. John,Private room,45,43
Bayou St. John,Private room,45,14
Bayou St. John,Private room,150,0
Bayou St. John,Entire home/apt,90,22
Bayou St. John,Private room,110,1
Bayou St. John,Entire home/apt,99,25
Bayou St. John,Entire home/apt,550,1
Bayou St. John,Entire home/apt,100,23
Bayou St. John,Entire home/apt,75,40
Bayou St. John,Entire home/apt,210,0
Bayou St. John,Private room,75,6
Bayou St. John,Private room,35,10
Bayou St. John,Entire home/apt,110,32
Bayou St. John,Private room,65,21
Bayou St. John,Shared room,32,4
Bayou St. John,Entire home/apt,100,16
Bayou St. John,Entire home/apt,155,21
Bayou St. John,Entire home/apt,92,7
Bayou St. John,Entire home/apt,225,3
Bayou St. John,Entire home/apt,149,50
Bayou St. John,Entire home/apt,140,26
Bayou St. John,Private room,45,0
Bayou St. John,Entire home/apt,149,14
Bayou St. John,Entire home/apt,150,17
Bayou St. John,Entire home/apt,75,19
Bayou St. John,Entire home/apt,200,12
Bayou St. John,Entire home/apt,60,11
Bayou St. John,Entire home/apt,79,24
Bayou St. John,Entire home/apt,89,2
Bayou St. John,Private room,45,61
Bayou St. John,Entire home/apt,90,23
Bayou St. John,Entire home/apt,98,17
Bayou St. John,Entire home/apt,250,7
Bayou St. John,Entire home/apt,200,1
Bayou St. John,Entire home/apt,80,9
Bayou St. John,Entire home/apt,80,37
Bayou St. John,Entire home/apt,140,11
Bayou St. John,Entire home/apt,124,17
Bayou St. John,Entire home/apt,110,144
Bayou St. John,Entire home/apt,160,1
Bayou St. John,Entire home/apt,400,3
Bayou St. John,Private room,65,24
Bayou St. John,Entire home/apt,250,0
Bayou St. John,Entire home/apt,300,39
Bayou St. John,Entire home/apt,237,12
Bayou St. John,Entire home/apt,230,10
Bayou St. John,Entire home/apt,120,5
Bayou St. John,Private room,180,1
Bayou St. John,Private room,85,2
Bayou St. John,Entire home/apt,115,153
Bayou St. John,Entire home/apt,100,1
Bayou St. John,Entire home/apt,1500,0
Bayou St. John,Entire home/apt,285,0
Bayou St. John,Private room,85,3
Bayou St. John,Entire home/apt,98,49
Bayou St. John,Entire home/apt,150,1
Bayou St. John,Entire home/apt,455,76
Bayou St. John,Entire home/apt,122,12
Bayou St. John,Private room,59,4
Bayou St. John,Private room,85,3
Bayou St. John,Entire home/apt,90,18
Bayou St. John,Entire home/apt,115,21
Bayou St. John,Private room,150,1
Bayou St. John,Private room,55,6
Bayou St. John,Entire home/apt,175,3
Bayou St. John,Entire home/apt,500,0
Bayou St. John,Private room,45,24
Bayou St. John,Entire home/apt,145,12
Bayou St. John,Entire home/apt,395,1
Bayou St. John,Entire home/apt,500,0
Bayou St. John,Entire home/apt,237,12
Bayou St. John,Entire home/apt,250,14
Bayou St. John,Entire home/apt,89,41
Bayou St. John,Entire home/apt,115,23
Bayou St. John,Private room,55,25
Bayou St. John,Entire home/apt,180,66
Bayou St. John,Private room,58,137
Bayou St. John,Private room,80,7
Bayou St. John,Entire home/apt,150,0
Bayou St. John,Entire home/apt,150,0
Bayou St. John,Entire home/apt,125,22
Bayou St. John,Entire home/apt,125,2
Bayou St. John,Entire home/apt,175,4
Bayou St. John,Entire home/apt,150,0
Bayou St. John,Entire home/apt,95,1
Bayou St. John,Private room,50,36
Bayou St. John,Entire home/apt,95,8
Bayou St. John,Private room,50,35
Bayou St. John,Entire home/apt,120,14
Bayou St. John,Entire home/apt,103,1
Bayou St. John,Private room,47,52
Bayou St. John,Entire home/apt,220,1
Bayou St. John,Entire home/apt,95,51
Bayou St. John,Private room,78,8
Bayou St. John,Entire home/apt,110,5
Bayou St. John,Private room,80,21
Bayou St. John,Entire home/apt,143,0
Bayou St. John,Private room,49,12
Bayou St. John,Entire home/apt,296,104
Bayou St. John,Private room,45,30
Bayou St. John,Shared room,40,7
Bayou St. John,Private room,80,5
Bayou St. John,Entire home/apt,119,76
Bayou St. John,Entire home/apt,300,38
Bayou St. John,Entire home/apt,89,70
Bayou St. John,Entire home/apt,150,5
Bayou St. John,Entire home/apt,75,19
Bayou St. John,Entire home/apt,185,13
Bayou St. John,Entire home/apt,125,8
Bayou St. John,Entire home/apt,145,10
Bayou St. John,Private room,49,8
Bayou St. John,Entire home/apt,308,78
Bayou St. John,Entire home/apt,300,0
Bayou St. John,Entire home/apt,100,3
Bayou St. John,Private room,150,1
Bayou St. John,Entire home/apt,200,0
Bayou St. John,Entire home/apt,95,14
Bayou St. John,Private room,100,87
Bayou St. John,Private room,100,1
Bayou St. John,Entire home/apt,99,3
Bayou St. John,Entire home/apt,355,12
Bayou St. John,Private room,85,1
Bayou St. John,Entire home/apt,250,0
Bayou St. John,Entire home/apt,101,78
Bayou St. John,Private room,70,11
Bayou St. John,Private room,45,16
Bayou St. John,Entire home/apt,150,43
Bayou St. John,Entire home/apt,155,5
Bayou St. John,Entire home/apt,159,2
Bayou St. John,Entire home/apt,700,0
Bayou St. John,Entire home/apt,140,48
Bayou St. John,Entire home/apt,99,34
Bayou St. John,Entire home/apt,150,16
Bayou St. John,Entire home/apt,221,92
Bayou St. John,Entire home/apt,99,132
Bayou St. John,Private room,68,15
Bayou St. John,Entire home/apt,200,1
Bayou St. John,Entire home/apt,295,52
Central Business District,Entire home/apt,395,7
Central Business District,Entire home/apt,149,6
Central Business District,Entire home/apt,168,1
Central Business District,Entire home/apt,150,2
Central Business District,Entire home/apt,350,0
Central Business District,Entire home/apt,299,0
Central Business District,Entire home/apt,199,20
Central Business District,Entire home/apt,135,7
Central Business District,Entire home/apt,140,7
Central Business District,Entire home/apt,500,0
Central Business District,Entire home/apt,250,24
Central Business District,Entire home/apt,83,3
Central Business District,Entire home/apt,220,36
Central Business District,Entire home/apt,236,33
Central Business District,Entire home/apt,187,22
Central Business District,Entire home/apt,140,4
Central Business District,Entire home/apt,299,22
Central Business District,Entire home/apt,325,0
Central Business District,Entire home/apt,300,54
Central Business District,Entire home/apt,138,0
Central Business District,Entire home/apt,128,20
Central Business District,Entire home/apt,112,4
Central Business District,Entire home/apt,295,1
Central Business District,Entire home/apt,295,0
Central Business District,Entire home/apt,150,39
Central Business District,Entire home/apt,175,3
Central Business District,Private room,118,12
Central Business District,Entire home/apt,115,6
Central Business District,Entire home/apt,100,8
Central Business District,Entire home/apt,299,2
Central Business District,Entire home/apt,150,1
Central Business District,Entire home/apt,199,9
Central Business District,Entire home/apt,200,14
Central Business District,Entire home/apt,190,4
Central Business District,Entire home/apt,145,4
Central Business District,Entire home/apt,250,1
Central Business District,Entire home/apt,126,12
Central Business District,Private room,169,10
Central Business District,Entire home/apt,150,0
Central Business District,Entire home/apt,175,3
Central Business District,Entire home/apt,200,49
Central Business District,Entire home/apt,200,3
Central Business District,Entire home/apt,200,1
Central Business District,Entire home/apt,249,6
Central Business District,Entire home/apt,161,56
Central Business District,Entire home/apt,200,1
Central Business District,Entire home/apt,130,6
Central Business District,Entire home/apt,123,38
Central Business District,Entire home/apt,163,8
Central Business District,Entire home/apt,270,0
Central Business District,Entire home/apt,250,5
Central Business District,Entire home/apt,125,22
Central Business District,Entire home/apt,140,26
Central Business District,Entire home/apt,249,6
Central Business District,Entire home/apt,254,28
Central Business District,Entire home/apt,2500,5
Central Business District,Entire home/apt,925,3
Central Business District,Entire home/apt,150,1
Central Business District,Entire home/apt,200,38
Central Business District,Entire home/apt,2500,3
Central Business District,Entire home/apt,195,34
Central Business District,Entire home/apt,199,8
Central Business District,Entire home/apt,258,18
Central Business District,Entire home/apt,199,2
Central Business District,Entire home/apt,2500,1
Central Business District,Entire home/apt,180,18
Central Business District,Entire home/apt,450,7
Central Business District,Entire home/apt,225,97
Central Business District,Entire home/apt,349,58
Central Business District,Entire home/apt,225,4
Central Business District,Entire home/apt,155,24
Central Business District,Entire home/apt,200,29
Central Business District,Entire home/apt,300,6
Central Business District,Entire home/apt,229,18
Central Business District,Private room,500,1
Central Business District,Entire home/apt,200,4
Central Business District,Entire home/apt,119,0
Central Business District,Entire home/apt,272,12
Central Business District,Entire home/apt,300,41
Central Business District,Entire home/apt,170,25
Central Business District,Entire home/apt,223,0
Central Business District,Entire home/apt,250,0
Central Business District,Entire home/apt,130,2
Central Business District,Entire home/apt,220,5
Central Business District,Entire home/apt,149,3
Central Business District,Entire home/apt,200,14
Central Business District,Entire home/apt,171,43
Central Business District,Entire home/apt,230,7
Central Business District,Entire home/apt,135,51
Central Business District,Entire home/apt,209,5
Central Business District,Entire home/apt,175,19
Central Business District,Entire home/apt,239,1
Central Business District,Entire home/apt,2500,1
Central Business District,Private room,499,18
Central Business District,Entire home/apt,150,31
Central Business District,Entire home/apt,218,13
Central Business District,Entire home/apt,200,22
Central Business District,Entire home/apt,200,0
Central Business District,Entire home/apt,119,9
Central Business District,Entire home/apt,800,0
Central Business District,Entire home/apt,415,1
Central Business District,Entire home/apt,179,16
Central Business District,Entire home/apt,124,0
Central Business District,Entire home/apt,190,1
Central Business District,Entire home/apt,103,13
Central Business District,Entire home/apt,99,16
Central Business District,Entire home/apt,140,159
Central Business District,Entire home/apt,150,1
Central Business District,Entire home/apt,315,4
Central Business District,Entire home/apt,185,18
Central Business District,Entire home/apt,150,0
Central Business District,Entire home/apt,196,54
Central Business District,Entire home/apt,400,1
Central Business District,Entire home/apt,149,5
Central Business District,Entire home/apt,199,1
Central Business District,Private room,200,1
Central Business District,Private room,110,13
Central Business District,Entire home/apt,137,1
Central Business District,Entire home/apt,233,0
Central Business District,Entire home/apt,130,3
Central Business District,Entire home/apt,450,3
Central Business District,Entire home/apt,139,39
Central Business District,Private room,78,3
Central Business District,Entire home/apt,650,0
Central Business District,Entire home/apt,250,22
Central Business District,Entire home/apt,130,1
Central Business District,Entire home/apt,199,3
Central Business District,Entire home/apt,199,8
Central Business District,Entire home/apt,197,9
Central Business District,Entire home/apt,140,1
Central Business District,Entire home/apt,150,0
Central Business District,Entire home/apt,128,2
Central Business District,Entire home/apt,145,18
Central Business District,Entire home/apt,200,4
Central Business District,Entire home/apt,349,1
Central Business District,Entire home/apt,250,0
Central Business District,Entire home/apt,349,34
Central Business District,Entire home/apt,395,23
Central Business District,Entire home/apt,550,6
Central Business District,Entire home/apt,175,5
Central Business District,Entire home/apt,175,4
Central Business District,Entire home/apt,135,12
Central Business District,Entire home/apt,135,217
Central Business District,Entire home/apt,500,1
Central Business District,Entire home/apt,189,0
Central Business District,Private room,179,1
Central Business District,Entire home/apt,180,30
Central Business District,Entire home/apt,141,6
Central Business District,Entire home/apt,99,19
Central Business District,Entire home/apt,119,32
Central Business District,Entire home/apt,277,3
Central Business District,Entire home/apt,289,9
Central Business District,Entire home/apt,99,22
Central Business District,Entire home/apt,150,4
Central Business District,Entire home/apt,120,0
Central Business District,Entire home/apt,400,5
Central Business District,Entire home/apt,99,1
Central Business District,Entire home/apt,150,1
Central Business District,Entire home/apt,299,7
Central Business District,Entire home/apt,250,19
Central Business District,Entire home/apt,210,6
Central Business District,Entire home/apt,109,3
Central Business District,Entire home/apt,299,9
Central Business District,Entire home/apt,350,2
Central Business District,Entire home/apt,119,29
Central Business District,Entire home/apt,130,0
Central Business District,Entire home/apt,130,0
Central Business District,Entire home/apt,127,13
Central Business District,Entire home/apt,275,3
Central Business District,Entire home/apt,299,0
Central Business District,Entire home/apt,99,4
Central Business District,Entire home/apt,315,1
Central Business District,Entire home/apt,1095,8
Central Business District,Entire home/apt,299,1
Central Business District,Entire home/apt,195,7
Central Business District,Entire home/apt,85,0
Central Business District,Entire home/apt,380,1
Central Business District,Entire home/apt,150,83
Central Business District,Entire home/apt,229,25
Central Business District,Entire home/apt,399,0
Central Business District,Entire home/apt,108,1
Central Business District,Entire home/apt,249,21
Central Business District,Entire home/apt,99,17
Central Business District,Entire home/apt,99,69
Central Business District,Entire home/apt,150,1
Central Business District,Entire home/apt,200,7
Central Business District,Entire home/apt,200,8
Central Business District,Entire home/apt,165,3
Central Business District,Entire home/apt,200,0
Central Business District,Entire home/apt,200,5
Central Business District,Entire home/apt,210,1
Central Business District,Entire home/apt,125,22
Central Business District,Private room,78,85
Central Business District,Entire home/apt,180,8
Central Business District,Entire home/apt,115,5
Central Business District,Entire home/apt,225,0
Central Business District,Entire home/apt,135,5
Central Business District,Entire home/apt,299,2
Central Business District,Entire home/apt,299,10
Central Business District,Entire home/apt,170,1
Central Business District,Entire home/apt,150,1
Central Business District,Entire home/apt,250,53
Central Business District,Entire home/apt,350,3
Central Business District,Private room,89,46
Central Business District,Entire home/apt,189,0
Central Business District,Entire home/apt,83,2
Central Business District,Entire home/apt,170,3
Central Business District,Entire home/apt,350,0
Central Business District,Entire home/apt,249,10
Central Business District,Entire home/apt,203,3
Central Business District,Entire home/apt,350,2
Central Business District,Entire home/apt,350,4
Central Business District,Entire home/apt,249,3
Central Business District,Entire home/apt,300,0
Central Business District,Entire home/apt,335,6
Central Business District,Private room,60,14
Central Business District,Entire home/apt,155,1
Central Business District,Entire home/apt,165,58
Central Business District,Entire home/apt,199,1
Central Business District,Entire home/apt,136,70
Central Business District,Entire home/apt,174,64
Central Business District,Private room,99,9
Central Business District,Entire home/apt,2000,0
Central Business District,Private room,100,11
Central Business District,Entire home/apt,365,1
Central Business District,Entire home/apt,183,1
Central Business District,Entire home/apt,400,0
Central Business District,Entire home/apt,375,24
Central Business District,Entire home/apt,150,6
Central Business District,Entire home/apt,92,0
Central Business District,Entire home/apt,173,5
Central Business District,Entire home/apt,140,1
Central Business District,Entire home/apt,299,8
Central Business District,Entire home/apt,299,0
Central Business District,Entire home/apt,139,5
Central Business District,Entire home/apt,5000,0
Central Business District,Entire home/apt,321,1
Central Business District,Entire home/apt,150,1
Central Business District,Entire home/apt,500,1
Central Business District,Entire home/apt,199,1
Central Business District,Entire home/apt,166,4
Central Business District,Entire home/apt,500,0
